Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,MiscFeature,MoSold,YrSold,SalePrice
962,NA,12227,1Fam,6,1977,1995,CBlock,1330,GasA,TA,Y,1542,1330,2872,2,1,4,1,TA,11,1,TA,1977,2,619,TA,NA,7,2008,272000
963,24,2308,TwnhsE,6,1976,1976,CBlock,804,GasA,TA,Y,804,744,1548,2,1,3,1,Gd,7,1,TA,1976,2,440,TA,NA,7,2007,155000
964,122,11923,1Fam,9,2007,2007,PConc,1800,GasA,Ex,Y,1800,0,1800,2,0,2,1,Ex,7,0,NA,2007,2,702,TA,NA,5,2009,239000
965,80,11316,1Fam,7,2002,2003,PConc,817,GasA,Ex,Y,824,1070,1894,2,1,4,1,Gd,8,1,Gd,2002,2,510,TA,NA,2,2010,214900
966,65,10237,1Fam,6,2005,2007,PConc,783,GasA,Ex,Y,783,701,1484,2,1,3,1,Gd,8,1,Gd,2005,2,393,TA,NA,7,2007,178900
967,130,9600,1Fam,5,1940,1950,BrkTil,728,GasA,Ex,Y,976,332,1308,1,1,2,1,TA,7,2,TA,1940,1,256,TA,NA,6,2009,160000
968,NA,7390,1Fam,5,1955,1955,CBlock,1098,GasA,TA,Y,1098,0,1098,1,0,3,1,TA,6,0,NA,1955,1,260,TA,NA,7,2008,135000
969,50,5925,1Fam,3,1910,1950,BrkTil,600,Grav,Fa,N,600,368,968,1,0,2,1,TA,6,0,NA,NA,0,0,NA,NA,5,2009,37900
970,75,10382,2fmCon,6,1958,1958,CBlock,588,GasA,TA,Y,1095,0,1095,1,0,2,1,TA,6,0,NA,1958,1,264,TA,NA,3,2006,140000
971,60,10800,1Fam,4,1949,1950,CBlock,720,GasA,TA,N,720,472,1192,1,1,4,1,TA,6,0,NA,NA,0,0,NA,NA,12,2006,135000
972,36,2268,Twnhs,7,2003,2004,PConc,764,GasA,Ex,Y,764,862,1626,2,0,2,1,Gd,6,0,NA,2003,2,474,TA,NA,7,2009,173000
973,55,7892,TwnhsE,6,1979,1979,CBlock,918,GasA,TA,Y,918,0,918,2,0,2,1,TA,5,1,TA,1979,1,264,TA,NA,4,2010,99500
974,95,11639,1Fam,7,2007,2008,PConc,1428,GasA,Ex,Y,1428,0,1428,2,0,3,1,Gd,6,0,NA,2007,2,480,TA,NA,12,2008,182000
975,60,11414,1Fam,7,1910,1993,BrkTil,728,GasA,TA,N,1136,883,2019,1,0,3,1,Gd,8,0,NA,1997,2,532,TA,NA,10,2009,167500
976,NA,2651,Twnhs,7,2000,2000,PConc,673,GasA,Ex,Y,673,709,1382,2,1,3,1,Gd,6,0,NA,2000,2,490,TA,NA,4,2006,165000
977,51,5900,1Fam,4,1923,1958,PConc,440,GasA,TA,Y,869,0,869,1,0,2,1,Fa,4,0,NA,NA,0,0,NA,NA,8,2006,85500
978,35,4274,TwnhsE,7,2006,2007,PConc,1241,GasA,Ex,Y,1241,0,1241,1,1,1,1,Gd,4,0,NA,2007,2,569,TA,NA,11,2007,199900
979,68,9450,1Fam,4,1954,1954,CBlock,894,GasA,Ex,Y,894,0,894,1,0,3,1,TA,5,0,NA,1999,2,400,TA,NA,5,2007,110000
980,80,8816,1Fam,5,1963,1963,PConc,1121,GasA,TA,Y,1121,0,1121,1,0,3,1,TA,5,0,NA,1963,2,480,TA,NA,6,2009,139000
981,NA,12122,1Fam,7,1961,2007,CBlock,944,GasA,Gd,Y,999,0,999,1,0,3,1,Ex,6,0,NA,1961,2,588,TA,NA,7,2008,178400
982,98,12203,1Fam,8,1998,1999,PConc,1225,GasA,Ex,Y,1276,1336,2612,2,1,4,1,Gd,8,1,TA,1998,3,676,TA,NA,7,2009,336000
983,43,3182,1Fam,7,2007,2007,PConc,1266,GasA,Ex,Y,1266,0,1266,2,0,2,1,Gd,6,1,Gd,2007,2,388,TA,NA,3,2008,159895
984,NA,11250,1Fam,8,2002,2002,PConc,1128,GasA,Ex,Y,1149,1141,2290,2,1,4,1,Gd,9,1,Gd,2002,2,779,TA,NA,5,2008,255900
985,75,10125,Duplex,5,1977,1977,CBlock,0,GasA,TA,Y,1302,432,1734,2,0,4,2,Gd,8,0,NA,1977,2,539,TA,NA,8,2009,126000
986,68,10880,2fmCon,5,1950,1950,CBlock,1164,GasW,TA,N,1164,0,1164,1,0,3,1,TA,5,0,NA,1950,1,240,TA,NA,8,2008,125000
987,59,5310,1Fam,6,1910,2003,CBlock,485,GasA,Gd,Y,1001,634,1635,1,0,2,1,Gd,5,0,NA,1950,1,255,Fa,NA,6,2006,117000
988,83,10159,1Fam,9,2009,2010,PConc,1930,GasA,Ex,Y,1940,0,1940,2,1,3,1,Ex,8,1,Gd,2010,3,606,TA,NA,4,2010,395192
989,NA,12046,1Fam,6,1976,1976,CBlock,848,GasA,TA,Y,1118,912,2030,2,1,4,1,Gd,8,1,TA,1976,2,551,TA,NA,6,2007,195000
990,65,8125,1Fam,7,2006,2006,PConc,770,GasA,Ex,Y,778,798,1576,2,1,3,1,Gd,6,0,NA,2006,2,614,TA,NA,8,2006,197000
991,82,9452,1Fam,8,1997,1998,PConc,1396,GasA,Ex,Y,1407,985,2392,2,1,3,1,Gd,7,1,TA,1997,3,870,TA,NA,6,2006,348000
992,121,17671,1Fam,8,1882,1986,BrkTil,916,GasA,Gd,Y,916,826,1742,1,1,4,1,Gd,8,1,Gd,1925,2,424,TA,NA,11,2009,168000
993,80,9760,1Fam,6,1964,1993,CBlock,822,GasA,Gd,Y,1020,831,1851,2,1,3,1,Gd,7,1,Fa,1964,2,440,TA,NA,7,2007,187000
994,68,8846,1Fam,6,2005,2006,PConc,750,GasA,Ex,Y,750,750,1500,2,1,3,1,Gd,6,0,NA,2005,2,564,TA,NA,8,2006,173900
995,96,12456,1Fam,10,2006,2007,PConc,1700,GasA,Ex,Y,1718,0,1718,2,0,3,1,Ex,7,1,Gd,2008,3,786,TA,NA,7,2009,337500
996,51,4712,1Fam,4,1946,1950,CBlock,747,GasA,TA,Y,774,456,1230,1,1,3,1,TA,5,0,NA,1946,1,305,TA,NA,8,2006,121600
997,NA,10659,1Fam,5,1961,1961,CBlock,1050,GasA,TA,Y,1050,0,1050,1,0,3,1,TA,6,0,NA,1961,1,368,TA,NA,1,2006,136500
998,NA,11717,1Fam,6,1970,1970,CBlock,1442,GasA,TA,Y,1442,0,1442,2,0,2,1,TA,6,1,TA,1970,2,615,TA,NA,2,2009,185000
999,60,9786,1Fam,3,1922,1950,BrkTil,1007,GasA,Fa,N,1077,0,1077,1,0,3,1,TA,6,1,Gd,1922,1,210,TA,NA,5,2006,91000
1000,64,6762,1Fam,7,2006,2006,PConc,1187,GasA,Ex,Y,1208,0,1208,2,0,2,1,Gd,6,0,NA,2006,2,632,TA,NA,2,2010,206000
1001,74,10206,1Fam,3,1952,1952,Slab,0,GasW,Fa,N,944,0,944,1,0,2,1,Fa,4,0,NA,1956,2,528,TA,NA,7,2009,82000
1002,60,5400,1Fam,5,1920,1950,BrkTil,691,GasA,Ex,Y,691,0,691,1,0,2,1,Ex,4,0,NA,1920,1,216,Fa,NA,1,2007,86000
1003,75,11957,1Fam,8,2006,2006,PConc,1574,GasA,Ex,Y,1574,0,1574,2,0,3,1,Gd,7,1,Gd,2006,3,824,TA,NA,7,2008,232000
1004,NA,11500,Duplex,5,1976,1976,CBlock,1680,GasA,Fa,Y,1680,0,1680,2,0,4,2,TA,8,0,NA,1976,2,528,TA,NA,6,2007,136905
1005,43,3182,TwnhsE,7,2005,2006,PConc,1346,GasA,Ex,Y,1504,0,1504,2,0,1,1,Gd,7,1,Gd,2005,2,457,TA,NA,5,2009,181000
1006,65,8385,1Fam,5,1977,1977,CBlock,985,GasA,TA,Y,985,0,985,2,0,3,1,TA,6,0,NA,1977,1,328,TA,NA,11,2008,149900
1007,NA,12155,1Fam,6,1970,1970,CBlock,1657,GasA,Gd,Y,1657,0,1657,2,0,3,1,TA,7,1,TA,1970,2,484,TA,NA,3,2007,163500
1008,21,2217,TwnhsE,4,1970,1970,CBlock,546,GasA,TA,Y,546,546,1092,1,1,3,1,TA,6,0,NA,1970,1,286,TA,NA,8,2009,88000
1009,43,12118,1Fam,7,2004,2005,PConc,1710,GasA,Ex,Y,1710,0,1710,2,0,3,1,Gd,7,1,Gd,2004,2,550,TA,NA,4,2009,240000
1010,60,6000,1Fam,5,1926,1950,BrkTil,1008,GasA,Ex,Y,1008,0,1522,2,0,4,1,TA,7,0,NA,NA,0,0,NA,NA,6,2006,102000
1011,115,21286,1Fam,5,1948,1950,CBlock,720,GasA,TA,Y,720,551,1271,2,0,4,1,TA,7,1,Gd,1948,1,312,TA,NA,8,2008,135000
1012,75,9825,Duplex,5,1965,1965,CBlock,0,GasA,TA,N,1664,0,1664,2,0,4,2,TA,8,0,NA,NA,0,0,NA,NA,5,2010,100000
1013,55,10592,1Fam,6,1923,1996,PConc,602,GasA,TA,Y,900,602,1502,1,1,3,1,Gd,7,2,TA,1923,1,180,TA,NA,8,2007,165000
1014,60,7200,1Fam,5,1910,2006,BrkTil,1022,GasW,TA,N,1022,0,1022,1,0,2,1,TA,4,0,NA,1956,1,280,TA,NA,6,2009,85000
1015,60,11664,1Fam,6,1948,1950,CBlock,1082,GasA,TA,Y,1082,0,1082,1,0,2,1,TA,5,1,Gd,1948,1,240,TA,NA,11,2007,119200
1016,70,8400,1Fam,8,2001,2001,PConc,810,GasA,Ex,Y,810,855,1665,2,1,3,1,Gd,6,0,NA,2001,2,528,TA,NA,11,2009,227000
1017,73,11883,1Fam,7,1996,1996,PConc,1504,GasA,Ex,Y,1504,0,1504,2,0,3,1,Gd,6,1,TA,1996,2,478,TA,NA,6,2009,203000
1018,NA,5814,TwnhsE,8,1984,1984,CBlock,1220,GasA,Gd,Y,1360,0,1360,1,0,1,1,Gd,4,1,Ex,1984,2,565,TA,NA,8,2009,187500
1019,NA,10784,1Fam,7,1991,1992,PConc,384,GasA,Gd,Y,802,670,1472,2,1,3,1,Gd,7,1,TA,1991,2,402,TA,NA,5,2007,160000
1020,43,3013,TwnhsE,7,2005,2005,PConc,1362,GasA,Ex,Y,1506,0,1506,2,0,2,1,Gd,6,1,Gd,2005,2,440,TA,NA,4,2006,213490
1021,60,7024,1Fam,4,2005,2005,PConc,1132,GasA,Ex,Y,1132,0,1132,1,1,2,1,Gd,5,0,NA,2005,2,451,TA,NA,6,2008,176000
1022,64,7406,1Fam,7,2006,2006,PConc,1199,GasA,Ex,Y,1220,0,1220,2,0,2,1,Gd,6,0,NA,2006,2,632,TA,NA,7,2006,194000
1023,52,9439,1Fam,5,1930,1950,CBlock,912,GasA,Gd,Y,912,336,1248,1,0,2,1,TA,6,0,NA,1957,1,160,Fa,NA,3,2007,87000
1024,43,3182,TwnhsE,7,2005,2006,PConc,1346,GasA,Ex,Y,1504,0,1504,2,0,2,1,Gd,7,1,Gd,2005,2,437,TA,NA,5,2008,191000
1025,NA,15498,1Fam,8,1976,1976,CBlock,1565,GasA,TA,Y,2898,0,2898,2,0,2,1,Gd,10,1,Gd,1976,2,665,TA,NA,5,2008,287000
1026,70,7700,1Fam,5,1972,1972,CBlock,882,GasA,TA,Y,882,0,882,1,0,3,1,TA,5,0,NA,1980,2,461,TA,NA,3,2007,112500
1027,73,9300,1Fam,5,1960,1960,CBlock,1268,GasA,TA,Y,1264,0,1264,1,0,3,1,TA,6,2,Gd,1960,2,461,TA,NA,4,2010,167500
1028,71,9520,1Fam,8,2007,2008,PConc,1638,GasA,Ex,Y,1646,0,1646,2,0,3,1,Gd,7,1,Gd,2008,3,800,TA,NA,4,2008,293077
1029,79,9492,1Fam,5,1941,1950,CBlock,768,GasA,TA,Y,968,408,1376,1,0,3,1,TA,6,1,Gd,1941,1,240,TA,NA,4,2007,105000
1030,21,1680,Twnhs,6,1972,1972,CBlock,672,GasA,Gd,Y,672,546,1218,1,1,3,1,TA,7,0,NA,1972,1,264,TA,NA,5,2006,118000
1031,NA,7082,2fmCon,5,1916,1995,PConc,686,GasA,Gd,Y,948,980,1928,2,0,5,2,TA,10,0,NA,NA,0,0,NA,NA,7,2006,160000
1032,102,15863,1Fam,7,1920,1970,BrkTil,824,GasA,Ex,Y,1687,998,3082,2,1,5,1,TA,12,2,TA,1970,2,672,TA,NA,8,2009,197000
1033,NA,14541,1Fam,8,1993,1993,PConc,1338,GasA,Ex,Y,1352,1168,2520,2,1,5,1,Gd,10,1,TA,1993,3,796,TA,NA,11,2006,310000
1034,NA,8125,1Fam,7,2002,2002,PConc,1654,GasA,Ex,Y,1654,0,1654,2,0,3,1,Gd,6,0,NA,2002,3,900,TA,NA,2,2006,230000
1035,50,6305,1Fam,5,1938,1950,PConc,920,GasA,Ex,Y,954,0,954,1,0,2,1,Fa,5,1,Gd,1938,1,240,Fa,NA,6,2007,119750
1036,NA,11500,1Fam,4,1957,1957,Slab,0,GasA,Ex,N,845,0,845,1,0,3,1,TA,5,0,NA,1957,1,290,TA,NA,1,2009,84000
1037,89,12898,1Fam,9,2007,2008,PConc,1620,GasA,Ex,Y,1620,0,1620,2,0,2,1,Ex,6,1,Ex,2008,3,912,TA,NA,9,2009,315500
1038,NA,9240,1Fam,8,2001,2002,PConc,1055,GasA,Ex,Y,1055,1208,2263,2,1,3,1,Gd,7,1,TA,2001,2,905,TA,NA,9,2008,287000
1039,21,1533,Twnhs,4,1970,2008,CBlock,546,GasA,TA,Y,798,546,1344,1,1,3,1,TA,6,1,TA,NA,0,0,NA,NA,5,2009,97000
1040,21,1477,TwnhsE,4,1970,1970,CBlock,630,GasA,TA,Y,630,0,630,1,0,1,1,TA,3,0,NA,1970,1,286,TA,NA,4,2009,80000
1041,88,13125,1Fam,5,1957,2000,CBlock,1134,GasA,Ex,Y,1803,0,1803,2,0,3,1,TA,8,1,TA,1957,2,484,TA,NA,1,2006,155000
1042,NA,9130,1Fam,6,1966,2000,CBlock,800,GasA,Gd,Y,800,832,1632,1,1,4,1,Gd,7,0,NA,1966,2,484,TA,NA,7,2008,173000
1043,34,5381,Twnhs,6,2005,2005,PConc,1306,GasA,Ex,Y,1306,0,1306,2,0,1,1,Gd,5,1,Gd,2005,2,624,TA,NA,8,2009,196000
1044,86,11839,1Fam,7,1990,1990,PConc,1475,GasA,Ex,Y,1532,797,2329,2,1,4,1,Gd,10,1,Ex,1990,2,514,TA,NA,5,2008,262280
1045,80,9600,1Fam,8,1981,1981,PConc,2524,GasA,TA,Y,2524,0,2524,2,1,4,1,Gd,9,1,Gd,1981,2,542,TA,NA,7,2009,278000
1046,NA,13680,1Fam,3,1955,1955,Slab,0,GasA,Ex,Y,1733,0,1733,2,0,4,1,TA,8,1,Gd,1955,2,452,TA,NA,6,2009,139600
1047,85,16056,1Fam,9,2005,2006,PConc,1992,GasA,Ex,Y,1992,876,2868,3,1,4,1,Ex,11,1,Gd,2005,3,716,TA,NA,7,2006,556581
1048,57,9245,1Fam,5,1994,1995,PConc,990,GasA,Ex,Y,990,0,990,1,0,3,1,TA,5,0,NA,1996,2,672,TA,NA,2,2008,145000
1049,100,21750,1Fam,5,1960,2006,Slab,0,GasA,TA,Y,1771,0,1771,1,0,3,1,TA,9,1,TA,1960,2,336,TA,NA,11,2009,115000
1050,60,11100,1Fam,4,1946,2006,CBlock,0,GasA,Ex,Y,930,0,930,1,0,2,1,Gd,6,0,NA,1946,1,308,TA,NA,4,2010,84900
1051,73,8993,1Fam,7,2007,2007,PConc,1302,GasA,Ex,Y,1302,0,1302,2,0,3,1,Gd,6,0,NA,2007,2,436,TA,NA,8,2007,176485
1052,103,11175,1Fam,7,2007,2007,PConc,1316,GasA,Ex,Y,1316,0,1316,2,0,3,1,Gd,6,1,Gd,2007,2,440,TA,NA,10,2007,200141
1053,100,9500,1Fam,6,1964,1978,CBlock,816,GasA,TA,Y,1127,850,1977,1,1,4,1,TA,9,1,TA,1964,2,540,TA,NA,6,2007,165000
1054,68,8562,1Fam,5,1957,2002,CBlock,1216,GasA,Ex,Y,1526,0,1526,1,0,4,1,TA,7,1,Gd,1957,1,364,TA,NA,5,2010,144500
1055,90,11367,1Fam,8,2002,2002,PConc,1065,GasA,Ex,Y,1091,898,1989,2,1,3,1,Gd,7,1,Gd,2002,2,586,TA,NA,11,2006,255000
1056,104,11361,1Fam,6,1976,1976,CBlock,1193,GasA,TA,Y,1523,0,1523,2,0,3,1,TA,7,1,TA,1976,2,478,TA,NA,5,2008,180000
1057,43,7052,TwnhsE,7,2005,2005,PConc,1364,GasA,Ex,Y,1364,0,1364,2,0,2,1,Gd,6,1,Gd,2005,2,484,TA,NA,6,2006,185850
1058,NA,29959,1Fam,7,1994,1994,PConc,973,GasA,Ex,Y,979,871,1850,2,1,3,1,Gd,7,1,Gd,1994,2,467,TA,NA,1,2009,248000
1059,96,11308,1Fam,9,2008,2008,PConc,1104,GasA,Ex,Y,1130,1054,2184,2,1,3,1,Ex,10,1,Gd,2008,3,836,TA,NA,7,2009,335000
1060,NA,11275,1Fam,6,1932,1950,CBlock,854,GasA,TA,Y,1096,895,1991,1,1,3,1,TA,7,1,Gd,1977,2,432,TA,NA,3,2007,220000
1061,41,4920,TwnhsE,8,2001,2001,PConc,1338,GasA,Ex,Y,1338,0,1338,2,0,2,1,Gd,6,0,NA,2001,2,582,TA,NA,4,2010,213500
1062,120,18000,1Fam,3,1935,1950,CBlock,894,GasA,TA,Y,894,0,894,1,0,2,1,TA,6,0,NA,1994,3,1248,TA,Shed,8,2008,81000
1063,85,13600,2fmCon,5,1900,1950,BrkTil,662,GasA,TA,N,1422,915,2337,2,0,5,2,TA,10,0,NA,1945,2,560,TA,NA,9,2007,90000
1064,50,6000,1Fam,6,1925,1980,BrkTil,1103,GasA,Gd,Y,1103,0,1103,1,0,2,1,Gd,5,1,Gd,1976,2,440,TA,NA,7,2006,110500
1065,NA,11000,1Fam,5,1966,1966,CBlock,1154,GasA,Ex,Y,1154,0,1154,1,1,3,1,TA,6,1,Po,1966,2,480,TA,NA,11,2009,154000
1066,80,14000,1Fam,7,1996,1997,PConc,1306,GasA,Ex,Y,1306,954,2260,2,1,3,1,Gd,7,0,NA,1996,2,533,TA,NA,4,2010,328000
1067,59,7837,1Fam,6,1993,1994,PConc,799,GasA,Gd,Y,799,772,1571,2,1,3,1,TA,7,1,TA,1993,2,380,TA,NA,5,2009,178000
1068,80,9760,1Fam,6,1964,1964,CBlock,780,GasA,TA,Y,798,813,1611,1,1,4,1,TA,7,0,NA,1964,2,442,TA,NA,6,2008,167900
1069,42,3964,TwnhsE,6,1973,1973,CBlock,942,GasA,Gd,Y,1291,1230,2521,2,1,5,1,TA,10,1,Gd,1973,2,576,TA,NA,6,2006,151400
1070,60,9600,1Fam,5,1949,2003,CBlock,845,GasA,TA,Y,893,0,893,1,0,2,1,Gd,4,0,NA,1985,2,576,TA,NA,5,2007,135000
1071,72,10152,1Fam,5,1956,1956,CBlock,1048,GasA,TA,Y,1048,0,1048,1,0,3,1,TA,6,0,NA,1956,1,286,TA,NA,6,2007,135000
1072,78,11700,1Fam,6,1968,1968,CBlock,727,GasA,Ex,Y,829,727,1556,1,1,4,1,TA,8,0,NA,1968,2,441,TA,NA,5,2009,154000
1073,50,7585,1Fam,5,1948,1950,CBlock,810,GasA,Fa,Y,1002,454,1456,1,0,4,1,TA,7,1,TA,1954,1,280,TA,NA,8,2006,91500
1074,75,7950,1Fam,6,1977,1977,CBlock,690,GasA,TA,Y,698,728,1426,1,1,3,1,TA,6,0,NA,1977,2,440,TA,NA,7,2009,159500
1075,74,8556,1Fam,7,2006,2006,PConc,1240,GasA,Ex,Y,1240,0,1240,2,0,2,1,Gd,5,0,NA,2006,3,826,TA,NA,5,2007,194000
1076,75,13125,1Fam,7,1940,1984,CBlock,800,GasA,TA,Y,960,780,1740,1,1,3,1,TA,6,2,Gd,1940,1,240,TA,NA,7,2007,219500
1077,60,10800,1Fam,5,1936,1989,CBlock,796,GasA,Gd,Y,1096,370,1466,2,0,3,1,Gd,7,1,TA,1950,2,566,TA,Shed,4,2006,170000
1078,NA,15870,1Fam,5,1969,1969,CBlock,1096,GasA,Ex,Y,1096,0,1096,1,0,3,1,TA,6,0,NA,1969,1,299,TA,NA,3,2006,138800
1079,37,4435,TwnhsE,6,2004,2004,PConc,848,GasA,Ex,Y,848,0,848,1,0,1,1,Gd,3,1,Gd,2004,2,420,TA,NA,5,2006,155900
1080,65,8775,1Fam,5,1994,1994,PConc,990,GasA,Gd,Y,990,0,990,1,0,3,1,TA,5,0,NA,1996,1,299,TA,NA,4,2007,126000
1081,80,11040,1Fam,6,1971,2004,CBlock,1258,GasA,Ex,Y,1258,0,1258,2,0,3,1,Gd,5,0,NA,1971,2,528,TA,NA,10,2008,145000
1082,75,7500,1Fam,5,1963,1963,CBlock,1040,GasA,Fa,Y,1040,0,1040,1,1,3,1,TA,5,0,NA,1963,1,308,TA,NA,6,2010,133000
1083,70,8749,1Fam,7,2002,2002,PConc,1459,GasA,Ex,Y,1459,0,1459,2,0,3,1,Gd,6,1,Gd,2002,2,527,TA,NA,9,2007,192000
1084,80,8800,1Fam,6,1964,1964,CBlock,1251,GasA,TA,Y,1251,0,1251,1,0,3,1,TA,6,2,Gd,1964,1,461,TA,Shed,3,2006,160000
1085,NA,13031,1Fam,6,1995,1996,PConc,691,GasA,Gd,Y,691,807,1498,2,1,3,1,TA,6,1,TA,1995,2,409,TA,NA,7,2006,187500
1086,73,9069,1Fam,6,1992,1992,PConc,936,GasA,Ex,Y,996,0,996,1,0,2,1,Gd,5,0,NA,1992,2,564,TA,NA,4,2010,147000
1087,NA,1974,TwnhsE,4,1973,1973,CBlock,546,GasA,TA,Y,546,546,1092,1,1,3,1,TA,6,0,NA,1973,1,286,TA,NA,5,2010,83500
1088,85,10574,1Fam,8,2005,2006,PConc,1082,GasA,Ex,Y,1082,871,1953,2,1,3,1,Gd,9,1,Gd,2005,3,1043,TA,NA,5,2009,252000
1089,24,2522,Twnhs,7,2004,2004,PConc,970,GasA,Ex,Y,970,739,1709,2,0,3,1,Gd,7,0,NA,2004,2,380,TA,NA,4,2006,137500
1090,37,3316,TwnhsE,8,2005,2005,PConc,1247,GasA,Ex,Y,1247,0,1247,1,1,1,1,Gd,4,1,Gd,2005,2,550,TA,NA,4,2006,197000
1091,60,8544,Duplex,3,1950,1950,Slab,0,Wall,Fa,N,1040,0,1040,2,0,2,2,TA,6,0,NA,1987,2,400,TA,NA,6,2009,92900
1092,24,2160,Twnhs,7,1999,2000,PConc,600,GasA,Ex,Y,624,628,1252,2,1,2,1,Gd,4,0,NA,1999,2,462,TA,NA,3,2008,160000
1093,60,8400,1Fam,6,1925,1950,PConc,1181,GasA,Fa,Y,1390,304,1694,2,0,4,1,TA,7,1,Gd,1925,2,576,TA,NA,6,2008,136500
1094,71,9230,1Fam,5,1965,1998,CBlock,864,GasA,Gd,Y,1200,0,1200,1,1,1,1,Gd,6,0,NA,1977,2,884,TA,NA,10,2006,146000
1095,74,5868,1Fam,5,1956,2000,CBlock,936,GasA,Ex,Y,936,0,936,1,0,2,1,TA,4,0,NA,1956,1,308,TA,NA,5,2010,129000
1096,78,9317,1Fam,6,2006,2006,PConc,1314,GasA,Gd,Y,1314,0,1314,2,0,3,1,Gd,6,1,Gd,2006,2,440,TA,NA,3,2007,176432
1097,60,6882,1Fam,6,1914,2006,PConc,684,GasA,TA,Y,773,582,1355,1,1,3,1,Gd,7,0,NA,NA,0,0,NA,NA,3,2007,127000
1098,NA,3696,TwnhsE,8,1986,1986,CBlock,1074,GasA,Ex,Y,1088,0,1088,1,1,2,1,Gd,5,0,NA,1987,2,461,TA,NA,10,2007,170000
1099,50,6000,1Fam,4,1936,1950,BrkTil,672,GasA,TA,Y,757,567,1324,1,0,3,1,TA,6,0,NA,1936,1,240,TA,NA,7,2009,128000
1100,82,11880,1Fam,7,1978,1978,CBlock,1271,GasA,TA,Y,1601,0,1601,2,0,3,1,TA,7,1,TA,1978,2,478,TA,NA,4,2009,157000
1101,60,8400,1Fam,2,1920,1950,CBlock,290,GasA,TA,N,438,0,438,1,0,1,1,Fa,3,0,NA,1930,1,246,TA,NA,1,2009,60000
1102,61,9758,1Fam,5,1971,1971,CBlock,950,GasA,TA,Y,950,0,950,1,0,3,1,TA,5,0,NA,1981,1,280,TA,NA,7,2007,119500
1103,70,7000,1Fam,5,1960,2002,CBlock,1010,GasA,Ex,Y,1134,0,1134,1,0,2,1,TA,6,0,NA,1960,1,254,TA,NA,4,2007,135000
1104,79,8910,1Fam,6,1959,1959,CBlock,655,GasA,Ex,Y,1194,0,1194,1,0,3,1,TA,6,1,Fa,1954,2,539,TA,NA,7,2006,159500
1105,24,2016,TwnhsE,5,1970,1970,CBlock,630,GasA,TA,Y,630,672,1302,2,1,3,1,TA,6,0,NA,1970,2,440,TA,NA,4,2007,106000
1106,98,12256,1Fam,8,1994,1995,PConc,1463,GasA,Ex,Y,1500,1122,2622,2,1,3,1,Gd,9,2,TA,1994,2,712,TA,NA,4,2010,325000
1107,114,10357,1Fam,7,1990,1991,PConc,910,GasA,Gd,Y,1442,0,1442,2,0,3,1,Gd,6,1,TA,1990,2,719,TA,NA,5,2007,179900
1108,168,23257,1Fam,7,2006,2006,PConc,868,GasA,Ex,Y,887,1134,2021,2,1,3,1,Gd,9,1,Gd,2006,2,422,TA,NA,9,2006,274725
1109,NA,8063,1Fam,6,2000,2000,PConc,924,GasA,Ex,Y,948,742,1690,2,1,3,1,TA,7,1,TA,2000,2,463,TA,NA,11,2007,181000
1110,107,11362,1Fam,8,2004,2005,PConc,1836,GasA,Ex,Y,1836,0,1836,2,0,3,1,Gd,7,1,Gd,2004,3,862,TA,NA,3,2009,280000
1111,NA,8000,1Fam,6,1995,1996,PConc,773,GasA,Gd,Y,773,885,1658,2,1,3,1,TA,8,1,TA,1995,2,431,TA,NA,6,2008,188000
1112,80,10480,1Fam,7,1976,1976,CBlock,803,GasA,TA,Y,1098,866,1964,2,1,4,1,TA,8,1,Gd,1976,2,483,TA,NA,9,2008,205000
1113,73,7100,1Fam,5,1957,1957,CBlock,816,GasA,TA,Y,816,0,816,1,0,2,1,TA,5,0,NA,1957,1,308,TA,NA,7,2006,129900
1114,66,8923,1Fam,5,1953,2006,CBlock,1008,GasA,Gd,Y,1008,0,1008,1,0,2,1,Gd,6,0,NA,1953,1,240,TA,NA,5,2007,134500
1115,90,5400,1Fam,5,1954,2000,CBlock,833,GasA,Ex,Y,833,0,833,1,0,2,1,Gd,4,0,NA,1955,1,326,TA,NA,8,2006,117000
1116,93,12085,1Fam,8,2007,2007,PConc,1734,GasA,Ex,Y,1734,0,1734,2,0,3,1,Ex,7,1,Gd,2007,3,928,TA,NA,11,2007,318000
1117,NA,7750,1Fam,8,2002,2002,PConc,408,GasA,Ex,Y,779,640,1419,2,1,3,1,Gd,7,1,TA,2002,2,527,TA,NA,3,2009,184100
1118,57,9764,1Fam,5,1967,2003,CBlock,894,GasA,Ex,Y,894,0,894,1,0,3,1,Gd,5,0,NA,1967,2,450,TA,NA,5,2008,130000
1119,85,13825,1Fam,5,1958,1987,CBlock,533,GasA,TA,Y,1021,580,1601,1,0,3,1,TA,6,0,NA,1958,1,300,TA,NA,12,2008,140000
1120,70,7560,1Fam,5,1959,1959,CBlock,1040,GasA,TA,Y,1040,0,1040,1,0,3,1,TA,6,0,NA,1959,1,286,TA,NA,7,2006,133700
